time,open,high,low,close,volume
2013-01-01 02:00:00,1426.190000,1426.190000,1426.190000,1426.190000,60
2013-01-01 03:00:00,1426.190000,1426.190000,1426.190000,1426.190000,60
2013-01-01 04:00:00,1426.190000,1426.190000,1426.190000,1426.190000,60
2013-01-01 05:00:00,1426.190000,1426.190000,1426.190000,1426.190000,60
2013-01-01 06:00:00,1426.190000,1426.190000,1426.190000,1426.190000,60
2013-01-01 07:00:00,1426.190000,1426.190000,1426.190000,1426.190000,45
2013-01-02 02:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 03:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 04:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 05:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 06:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 07:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 08:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 09:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 10:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 11:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 12:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 13:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 14:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 15:00:00,1443.170000,1443.170000,1443.170000,1443.170000,60
2013-01-02 16:00:00,1443.170000,1455.670000,1426.190000,1454.810000,60
2013-01-02 17:00:00,1454.710000,1457.530000,1451.670000,1452.750000,60
2013-01-02 18:00:00,1452.860000,1453.550000,1450.360000,1450.900000,60
2013-01-02 19:00:00,1450.850000,1452.210000,1449.370000,1451.290000,60
2013-01-02 20:00:00,1451.280000,1451.890000,1449.790000,1450.960000,60
2013-01-02 21:00:00,1450.990000,1453.150000,1450.230000,1451.610000,60
2013-01-02 22:00:00,1451.570000,1456.460000,1450.840000,1456.440000,60
2013-01-02 23:00:00,1456.420000,1459.610000,1455.720000,1459.600000,15
2013-01-03 02:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 03:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 04:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 05:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 06:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 07:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 08:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 09:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 10:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 11:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 12:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 13:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 14:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 15:00:00,1462.420000,1462.420000,1462.420000,1462.420000,60
2013-01-03 16:00:00,1462.420000,1462.420000,1458.620000,1458.850000,60
2013-01-03 17:00:00,1458.900000,1462.190000,1458.150000,1460.730000,60
2013-01-03 18:00:00,1460.750000,1464.550000,1460.260000,1464.090000,60
2013-01-03 19:00:00,1464.070000,1464.900000,1462.740000,1463.300000,60
2013-01-03 20:00:00,1463.340000,1465.440000,1463.120000,1465.370000,60
2013-01-03 21:00:00,1465.360000,1465.470000,1458.520000,1458.600000,60
2013-01-03 22:00:00,1458.550000,1461.280000,1455.530000,1456.700000,60
2013-01-03 23:00:00,1456.680000,1459.100000,1455.880000,1455.940000,15
2013-01-04 02:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 03:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 04:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 05:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 06:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 07:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 08:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 09:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 10:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 11:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 12:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 13:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 14:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 15:00:00,1460.650000,1460.650000,1460.650000,1460.650000,60
2013-01-04 16:00:00,1460.650000,1461.190000,1458.990000,1459.010000,60
2013-01-04 17:00:00,1459.500000,1463.570000,1459.500000,1461.200000,60
2013-01-04 18:00:00,1461.170000,1463.690000,1459.630000,1462.990000,60
2013-01-04 19:00:00,1462.970000,1464.560000,1462.820000,1463.790000,60
2013-01-04 20:00:00,1463.780000,1464.230000,1462.800000,1464.080000,60
2013-01-04 21:00:00,1464.090000,1464.860000,1463.250000,1464.430000,60
2013-01-04 22:00:00,1464.470000,1467.930000,1463.920000,1467.540000,60
2013-01-04 23:00:00,1467.620000,1467.940000,1465.940000,1467.020000,15
2013-01-08 02:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 03:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 04:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 05:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 06:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 07:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 08:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 09:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 10:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 11:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 12:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 13:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 14:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 15:00:00,1461.890000,1461.890000,1461.890000,1461.890000,60
2013-01-08 16:00:00,1461.890000,1461.890000,1458.500000,1460.510000,60
2013-01-08 17:00:00,1460.270000,1460.380000,1453.290000,1453.290000,60
2013-01-08 18:00:00,1453.260000,1454.030000,1451.640000,1454.020000,60
2013-01-08 19:00:00,1454.040000,1455.090000,1453.040000,1453.110000,60
2013-01-08 20:00:00,1453.050000,1455.870000,1452.680000,1455.370000,60
2013-01-08 21:00:00,1455.380000,1456.680000,1454.550000,1454.840000,60
2013-01-08 22:00:00,1454.850000,1457.680000,1454.150000,1455.800000,60
2013-01-08 23:00:00,1455.790000,1457.430000,1454.570000,1456.860000,15
2013-01-09 02:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 03:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 04:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 05:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 06:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 07:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 08:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 09:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 10:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 11:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 12:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 13:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 14:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 15:00:00,1457.150000,1457.150000,1457.150000,1457.150000,60
2013-01-09 16:00:00,1457.150000,1461.870000,1457.150000,1460.980000,60
2013-01-09 17:00:00,1460.840000,1464.730000,1459.850000,1463.180000,60
2013-01-09 18:00:00,1463.150000,1463.430000,1461.800000,1462.820000,60
2013-01-09 19:00:00,1462.880000,1463.720000,1460.740000,1460.890000,60
2013-01-09 20:00:00,1460.880000,1461.220000,1459.170000,1461.220000,60
2013-01-09 21:00:00,1461.330000,1461.570000,1460.110000,1460.420000,60
2013-01-09 22:00:00,1460.410000,1460.540000,1458.110000,1459.530000,60
2013-01-09 23:00:00,1459.510000,1460.740000,1458.800000,1459.930000,15
2013-01-10 02:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 03:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 04:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 05:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 06:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 07:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 08:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 09:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 10:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 11:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 12:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 13:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 14:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 15:00:00,1461.020000,1461.020000,1461.020000,1461.020000,60
2013-01-10 16:00:00,1461.020000,1469.420000,1461.020000,1467.770000,60
2013-01-10 17:00:00,1467.730000,1468.490000,1463.320000,1464.140000,60
2013-01-10 18:00:00,1464.250000,1465.270000,1461.310000,1463.760000,60
2013-01-10 19:00:00,1463.740000,1465.560000,1463.300000,1465.420000,60
2013-01-10 20:00:00,1465.430000,1467.380000,1465.140000,1466.090000,60
2013-01-10 21:00:00,1466.100000,1467.570000,1465.850000,1467.040000,60
2013-01-10 22:00:00,1467.030000,1471.530000,1467.030000,1471.430000,60
2013-01-10 23:00:00,1471.260000,1472.290000,1471.040000,1471.890000,60
2013-01-11 00:00:00,1471.890000,1471.890000,1471.890000,1471.890000,60
2013-01-11 01:00:00,1471.890000,1472.120000,1471.890000,1472.120000,29
2013-01-11 02:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 03:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 04:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 05:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 06:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 07:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 08:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 09:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 10:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 11:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 12:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 13:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 14:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 15:00:00,1471.540000,1471.540000,1471.540000,1471.540000,60
2013-01-11 16:00:00,1471.540000,1472.120000,1470.580000,1470.750000,60
2013-01-11 17:00:00,1470.500000,1471.610000,1467.580000,1468.430000,60
2013-01-11 18:00:00,1468.530000,1470.640000,1468.250000,1469.130000,60
2013-01-11 19:00:00,1469.160000,1471.050000,1469.160000,1469.730000,60
2013-01-11 20:00:00,1469.790000,1470.710000,1468.910000,1470.560000,60
2013-01-11 21:00:00,1470.550000,1471.190000,1468.580000,1471.130000,60
2013-01-11 22:00:00,1471.120000,1472.200000,1469.330000,1471.370000,60
2013-01-11 23:00:00,1471.410000,1472.750000,1471.410000,1472.210000,15
2013-01-14 02:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 03:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 04:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 05:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 06:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 07:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 08:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 09:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 10:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 11:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 12:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 13:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
2013-01-14 14:00:00,1470.610000,1470.610000,1470.610000,1470.610000,60
